Message_id,Person Who Felt the Emotion,Gender,Cause
s1898_bolly,evil man,male,committing evil deeds
s1899_bolly,person being addressed,,anger and revenge
s1900_bolly,person being addressed,,anger and revenge
s1901_bolly,justice system,,unfair treatment and violence
s1902_bolly,young person,Male,inappropriate behavior
s1903_bolly,person with bad luck,,inequality and bad luck
s1904_bolly,small master,Male,lack of empathy
s1905_bolly,girl,female,objectification
s1906_bolly,Unnamed Male,Male,Being made fun of and not reacting
s1907_bolly,Ideal woman,Female,Not meeting the ideal beauty standards
s1908_bolly,college girls and boys,Both,behaving indecently in public
s1909_bolly,Police and ruling party,,Inaction and negligence
s1910_bolly,girl,female,behaving inappropriately
s1911_bolly,girl,female,selling her body
s1912_bolly,police officer,Male,corruption and misuse of power
s1913_bolly,police department,,lack of understanding and empathy towards poverty
s1914_bolly,characters in the scene,,fighting while their sister is in danger
s1915_bolly,Mussalmans,Male,spreading hatred and violence
s1916_bolly,character being accused,likely male,fraud and deception
s1917_bolly,speaker's opponent,likely male,fraud and deceit
s1918_bolly,6 individuals,,neglecting their duty
s1919_bolly,Shankar,Male,incompetence/irresponsibility
s1920_bolly,Anwar,Male,inability to pay off debt
s1921_bolly,brothers,Male,greed and lack of empathy
s1922_bolly,speaker,male,lying to family and friends
s1923_bolly,Kulkarni,Male,corruption
s1924_bolly,son,male,not living up to family expectations
s1925_bolly,couple,,public display of affection
s1926_bolly,Neetu,Female,dishonesty and theft
s1927_bolly,Neetu,Female,Accused of sexual promiscuity for money
s1928_bolly,Neetu,Female,Accused of prostitution
s1929_bolly,Neetu,Female,Accusing someone falsely
s1930_bolly,man,male,inappropriate public behavior
s1931_bolly,underworld kingpin,Male,involvement in criminal activities
s1932_bolly,husband,Male,not giving gifts to wife
s1933_bolly,Bhikubhai,Male,Laziness and alcoholism
s1934_bolly,men,male,not providing shelter for women
s1935_bolly,bribe taker,,accepting bribe
s1936_bolly,Mr Binay,Male,taking bribes
s1937_bolly,mother,female,lying to her son
s1938_bolly,character,,asking for a high price
s1939_bolly,guy,Male,supporting a criminal
s1940_bolly,Inspector Shiv Rathod,Male,bringing shame to the family name
s1941_bolly,Shiv Rathod,Male,tarnishing family reputation
s1942_bolly,speaker,likely male,being threatened with reputation damage
s1943_bolly,woman,female,having a child out of wedlock
s1944_bolly,television arguers,,arguing on television
s1945_bolly,girl,female,not adhering to modesty norms
s1946_bolly,gambler,male,duping a child
s1947_bolly,unidentified character,,inappropriate behavior
s1948_bolly,Raghu,Male,alcoholism
s1949_bolly,Seeta,Female,Disobedience/Defiance
s1950_bolly,Solanki,Male,inability to handle threats and misuse of power
s1951_bolly,writer,,writing the truth
s1952_bolly,writer,,writing the truth
s1953_bolly,Som,Male,not doing his own work
s1954_bolly,character 1,likely male,laziness and irresponsibility
s1955_bolly,Mr. Narang,Male,failure to perform a task
s1956_bolly,Mr. Narang,Male,failure to perform a task
s1957_bolly,character being addressed,likely male,pessimistic attitude
s1958_bolly,Parvati,Female,doubting a man's love for his own son
s1959_bolly,character being addressed,Male,talking about honeymoon openly
s1960_bolly,son,male,drinking alcohol
s1961_bolly,man,Male,endangering a child's life
s1962_bolly,woman,female,leaving her husband's house after his death
s1963_bolly,Robert,Male,inappropriate behaviour
s1964_bolly,Robert,Male,inappropriate behaviour
s1965_bolly,speaker,likely male,being disrespected and shamed
s1966_bolly,speaker,,being disrespected and undervalued
s1967_bolly,speaker,,being disrespected and undervalued
s1968_bolly,speaker,likely male,being financially dependent
s1969_bolly,person drinking water,,not drinking alcohol
s1970_bolly,unknown,unknown,unknown
s1971_bolly,man,male,arrogance and lack of self-awareness
s1972_bolly,flirting character,Male,flirting with a girl
s1973_bolly,city people,,being victims of looting
s1974_bolly,character performing ritual,,improper conduct of ritual
s1975_bolly,Munshiji,Male,not having a female partner
s1976_bolly,speaker,male,poor sense of direction
s1977_bolly,non-drinker,,not drinking alcohol
s1978_bolly,Bindu,Female,interfering in others' matters
s1979_bolly,Rajinder,Male,inappropriate behavior in office
s1980_bolly,seizer,,seizing other's property
s1981_bolly,traffic constable,Male,accepting bribes
s1982_bolly,people fighting on the road,,public nuisance and unprofessionalism
s1983_bolly,Manya,Female,flaunting wealth/possessions
s1984_bolly,devotees,,being poor and begging
s1985_bolly,speaker 1,male,aggressive behavior
s1986_bolly,girl,female,premarital pregnancy
s1987_bolly,person being offered help,likely male,accepting help/charity
s1988_bolly,loafers,Male,harassing girls
s1989_bolly,loafers,male,being loafers
s1990_bolly,speaker,,mistreatment of a guest
s1991_bolly,Nandu and speaker,Male,sleeping together despite being grown up
s1992_bolly,new policeman,Male,lack of confidence and experience
s1993_bolly,Pyare Mohan,Male,Asking to remove clothes in public
s1994_bolly,girl,female,behaving improperly
s1995_bolly,son,male,deceit and impersonation
s1996_bolly,Uncle,Male,involved in a disreputable business
s1997_bolly,Nandu,Male,Deception and slander
s1998_bolly,Nandu,Male,Disrespecting family
s1999_bolly,character,male,not earning enough money
s2000_bolly,police,male,incompetence in catching criminals
s2001_bolly,Laxman,Male,not speaking Hindi and being slow to understand
s2002_bolly,mister,Male,inappropriate behavior nudity in public)
s2003_bolly,policeman,male,corruption and inefficiency
s2004_bolly,father and son,Male,bringing a girl home without proper arrangements
s2005_bolly,Government/Politicians,,Injustice and corruption
s2006_bolly,Mr. Patwardan,Male,Carelessness
s2007_bolly,Arjun,Male,Denying his own father
s2008_bolly,debtor,likely male,financial debt
s2009_bolly,Mr Bhardwaj's son,Male,criminal activities
s2010_bolly,father,male,unjust treatment and violence towards his son
s2011_bolly,Government,,potential failure in arresting a criminal
s2012_bolly,police officer,Male,behaving inappropriately in public
s2013_bolly,speaker,likely female,family's criminal activities
s2014_bolly,daughter,female,being in love with a socially unacceptable person
s2015_bolly,Prabhat,Male,causing trouble and disturbing peace
s2016_bolly,Renuka,Female,Betrayal and supporting wrong people
s2017_bolly,Prabhat,Male,causing an incident
s2018_bolly,elder son,male,marrying a woman of ill-repute and demanding property rights
s2019_bolly,man,male,inappropriate behavior
s2020_bolly,son,male,neglecting family property and rights
s2021_bolly,Paro,Female,refusing a marriage proposal
s2022_bolly,person proposing marriage,,proposing marriage after initial rejection
s2023_bolly,speaker,male,suggesting inappropriate relationship
s2024_bolly,Uncle Gajjan,Male,marrying within the family
s2025_bolly,character 1,Male,lying and inappropriate behavior with women
s2026_bolly,photographers,likely male,poor job performance
s2027_bolly,Mac's Fiance,Female,Kissing a stranger
s2028_bolly,male character,Male,kissing a stranger
s2029_bolly,character,likely male,disrespecting a friend's fiancée
s2030_bolly,man,male,writing a romantic letter to a woman considered as sister
s2031_bolly,Shiva,Male,harsh treatment
s2032_bolly,father,male,not able to fulfill his son's wishes
s2033_bolly,brother,male,disowned by family
s2034_bolly,person being accused,likely male,disrespecting national symbols
s2035_bolly,Arjun Ranawat's mother,Female,being the mother of a traitor
s2036_bolly,Rakhi's mother,Female,hiding the truth about her daughter's whereabouts
s2037_bolly,Sagar,Male,Past actions or behavior
s2038_bolly,Sagar,Male,Apologizing for a past mistake
s2039_bolly,impostor,male,inappropriate touching
s2040_bolly,Godbole,Male,Accepting bribes
s2041_bolly,police officer,Male,incompetence
s2042_bolly,Godbole,Male,corruption
s2043_bolly,police officer,Male,incompetence or failure in duty
s2044_bolly,Godbole,Male,corruption
s2045_bolly,police officer,Male,incompetence or failure in duty
s2046_bolly,sister's fiance,Male,breaking engagement and marrying someone else
s2047_bolly,Vijay,Male,lying
s2048_bolly,speaker,likely male,being single
s2049_bolly,speaker,likely male,being single
s2050_bolly,speaker,,feeling unworthy of partner's love
s2051_bolly,husband,Male,Deception by wife
s2052_bolly,Shankar,Male,cowardice and dishonesty
s2053_bolly,character being fat-shamed,Male,Body shaming overweight)
s2054_bolly,characters in dialogue,,lack of courage and strength
s2055_bolly,characters being challenged,Male,lack of courage
s2056_bolly,character being harassed,likely female,being accused of theft
s2057_bolly,boy,male,inappropriate behavior towards a girl
s2058_bolly,unidentified people,,being shameless
s2059_bolly,house members,,immoral activities in the house
s2060_bolly,younger sister-in-law and her partner,Female,committing a sin implied illicit relationship)
s2061_bolly,world,,selling honor for money
s2062_bolly,Rahim,Male,Unable to face people due to an unknown incident
s2063_bolly,girl,female,behaving against societal norms
s2064_bolly,character speaking to Bhabhi,Male,inappropriate behavior and comments
s2065_bolly,girl,female,eloping without family's consent
s2066_bolly,Ganga Bhabhi,Female,physical abuse
s2067_bolly,speaker,male,having an affair
s2068_bolly,girl,female,inappropriate behavior
s2069_bolly,unidentified character,likely female,disobedience
s2070_bolly,Unnamed Character,Likely Female,Answering back and perceived disrespect
s2071_bolly,Bhabhi's husband,Male,causing harm to his wife
s2072_bolly,character being shamed,likely male,causing shame to sister-in-law
s2073_bolly,Amar,Male,rejecting arranged marriage
s2074_bolly,husband,Male,inappropriate sexual innuendo
s2075_bolly,fasting person,,inability to keep fast
s2076_bolly,son,male,disrespecting father by smoking and drinking
s2077_bolly,son,male,gambling and visiting brothels
s2078_bolly,father,male,neglecting parental responsibilities
s2079_bolly,husband,Male,not conforming to traditional gender roles
s2080_bolly,speaker,likely male,lack of attention or clumsiness
s2081_bolly,sister-in-law,Female,being treated unjustly
s2082_bolly,sister-in-law,Female,not contributing to household chores
s2083_bolly,son-in-law,Male,living with wife's family live-in son-in-law)
s2084_bolly,aunt,female,dominating and thrashing others
s2085_bolly,woman,female,being a burden or causing trouble
s2086_bolly,character being addressed,likely male,low-status job after marriage
s2087_bolly,character,likely male,disrespecting father
s2088_bolly,character,,eating before elders
s2089_bolly,son,male,disrespecting father
s2090_bolly,son,male,disrespecting father
s2091_bolly,husband,male,not taking control of his wife
s2092_bolly,son,male,invading privacy
s2093_bolly,Parvati,Female,eloping without parent's permission
s2094_bolly,Parvati,Female,eloping without parent's permission
s2095_bolly,Mala,Female,eloping or having a relationship without family's consent
s2096_bolly,shameless people,,being shameless and violent
s2097_bolly,shameless people,,being shameless and violent
s2098_bolly,Balwant,Male,Disrespecting family
s2099_bolly,relative,,greed and exploitation
s2100_bolly,relative,likely male,exploiting familial relationship for financial gain
s2101_bolly,Birju,Male,Being unproductive
s2102_bolly,Vimla,Female,Asking for money
s2103_bolly,character 1,likely male,lying and misusing money
s2104_bolly,thief,male,stealing
s2105_bolly,son,male,being slow and inefficient
s2106_bolly,wife,female,being compared to a lame horse
s2107_bolly,dancer,female,profession as a dancer
s2108_bolly,shop owner,Male,cowardice and disloyalty
s2109_bolly,Ante,Male,forcing others to drink
s2110_bolly,brother,Male,not avenging a death
s2111_bolly,Aditya Rajguru,Male,Rape
s2112_bolly,speaker,likely male,not giving enough love and time to children
s2113_bolly,Mr. Gupta,Male,wife's affair with another man
s2114_bolly,police,male,incompetence
s2115_bolly,Mr. Sunderdas,Male,Shamelessness
s2116_bolly,Mr. Sunderdas,Male,Shamelessness
s2117_bolly,Jata Shankar,Male,expressing his feelings openly
s2118_bolly,Jamuna,Female,physical aggression
s2119_bolly,speaker,male,involvement in unethical activities
s2120_bolly,speaker 2,male,involvement in unethical activities
s2121_bolly,friend,Male,underperformance in competition
s2122_bolly,Pratap,Male,inferior cooking skills
s2123_bolly,girl's parent,,demanding dowry
s2124_bolly,husband,Male,performing tasks considered feminine
s2125_bolly,Govandi's father,Male,not paying his debts
s2126_bolly,father-in-law,Male,inappropriate behavior
s2127_bolly,Pratap,Male,winning a girl in a gamble
s2128_bolly,speaker,male,dancing in a family function
s2129_bolly,speaker,male,being accused of dishonesty
s2130_bolly,man,male,cheating in love
s2131_bolly,person being bullied,,cheating
s2132_bolly,cheater,,cheating
s2133_bolly,man,male,cheating in love
s2134_bolly,dancer and crook,Female and Male,being a dancer and a crook
s2135_bolly,daughter,female,bringing disgrace to the family
s2136_bolly,woman,female,having multiple lovers
s2137_bolly,man,male,asking a girl's address without her consent
s2138_bolly,Prince,Male,working with the masses
s2139_bolly,Suraj,Male,misunderstanding and misjudging someone's intentions
s2140_bolly,wife,female,being unsophisticated and from a small town
s2141_bolly,Sapna,Female,not accepting love
s2142_bolly,character being addressed,Not clear,inappropriate behavior
